ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-3.481,-3.454,0.0482,-7.7908,-5.904,0.7849,0.0,0.0,0.0,0.3774,-2.2604,0.4439,-14.68,36.2,-2.38,35.885098,14.480912,59.5,NaN,4.46,3.790092,241.8,18 / 25,409448,2021-05-02 13:38:45:650
-3.481,-3.454,0.0482,-7.7908,-5.904,0.7849,0.0,0.0,0.0,0.3774,-2.2604,0.4439,-14.68,36.2,-2.38,35.885082,14.480901,59.77,NaN,4.43,3.790092,219.1,18 / 25,409909,2021-05-02 13:38:46:111
-5.0898,-8.4111,-0.2142,-3.5257,-9.086,-1.0882,0.0,0.0,0.0,-1.7835,-0.6718,-2.0063,-13.49,38.34,4.32,35.885082,14.480901,59.77,NaN,4.43,3.790092,219.1,18 / 25,410275,2021-05-02 13:38:46:477
-5.5337,-11.0492,0.9494,-1.1419,-9.614,-1.5611,0.0,0.0,0.0,-1.5123,1.9384,-2.6705,-13.22,39.21,1.43,35.88507,14.480901,58.99,NaN,3.02,3.790092,198.1,18 / 25,410781,2021-05-02 13:38:46:983
-5.5337,-11.0492,0.9494,-1.1419,-9.614,-1.5611,0.0,0.0,0.0,-1.5123,1.9384,-2.6705,-13.22,39.21,1.43,35.88507,14.480901,58.99,NaN,3.02,3.790092,198.1,18 / 25,410781,2021-05-02 13:38:46:983
-0.5327,-12.0535,-0.8007,-0.6952,-9.7339,-0.969,0.0,0.0,0.0,-1.5975,-1.0071,-1.5954,-15.24,38.02,2.11,35.885056,14.480892,59.16,NaN,5.22,3.790092,212.3,17 / 25,411263,2021-05-02 13:38:47:465
1.2906,-14.0192,1.8664,1.6333,-9.5721,1.3704,0.0,0.0,0.0,-0.7715,0.1106,-0.2257,-15.03,38.09,5.19,35.885056,14.480892,59.16,NaN,5.22,3.790092,212.3,17 / 25,411302,2021-05-02 13:38:47:504
-5.1473,-10.689,1.1387,-1.7758,-9.4674,-1.8401,0.0,0.0,0.0,-1.9228,0.7538,-1.5399,-20.53,33.65,10.42,35.885044,14.480886,59.21,NaN,4.79,3.790092,203.9,17 / 25,411806,2021-05-02 13:38:48:008
-0.0012,-13.471,-1.2652,-0.0912,-9.7438,-1.1044,0.0,0.0,0.0,-1.4436,-1.0076,-1.5848,-15.96,37.66,0.46,35.885033,14.48088,59.28,NaN,4.18,3.790092,198.5,17 / 25,412302,2021-05-02 13:38:48:504
-1.2532,-10.2221,-1.1297,-0.6312,-9.3318,2.9478,0.0,0.0,0.0,0.2472,0.7333,0.8446,-19.69,35.56,5.38,35.885033,14.48088,59.28,NaN,4.18,3.790092,198.5,17 / 25,412587,2021-05-02 13:38:48:789
5.1069,-7.2066,-4.2135,-2.7932,-9.0838,-2.4193,-0.6259,5.3281,2.4877,0.9196,-0.4714,1.2747,-21.73,33.28,0.87,35.885033,14.48088,59.28,NaN,4.18,3.790092,198.5,17 / 25,413088,2021-05-02 13:38:49:290
0.6179,-8.8872,2.3058,-3.4117,-9.166,0.7172,-0.4243,-1.7441,-4.0396,0.5986,1.9584,0.1408,-22.13,33.84,2.38,35.885025,14.480872,59.57,NaN,4.14,3.790092,212.6,18 / 25,413587,2021-05-02 13:38:49:789
-4.296,-5.2591,-0.682,-0.0113,-9.4289,-2.6957,0.2592,-1.7654,1.0029,-1.4445,-0.2437,-1.9075,-16.91,35.62,-10.76,35.885025,14.480872,59.57,NaN,4.14,3.790092,212.6,18 / 25,414087,2021-05-02 13:38:50:289
-0.1436,-7.7656,0.3485,-2.7874,-9.3042,-1.3536,0.2672,7.4783,3.9528,0.8016,1.8267,0.4635,-22.12,33.39,-6.17,35.885017,14.480862,59.79,NaN,3.96,3.790092,224.0,18 / 25,414587,2021-05-02 13:38:50:789
-5.3351,-7.9119,-2.9602,-3.3284,-8.8904,-2.4602,2.099,-2.4778,1.5196,-1.6531,0.948,0.1778,-4.43,35.97,-19.07,35.885017,14.480862,59.79,NaN,3.96,3.790092,224.0,18 / 25,415087,2021-05-02 13:38:51:289
-7.8084,-12.5001,1.7683,-0.4224,-9.612,-1.8975,0.8581,-3.4841,-5.5179,1.208,-1.4973,-0.233,-18.43,35.7,-6.81,35.885014,14.480855,59.79,NaN,3.49,3.790092,232.6,18 / 25,415587,2021-05-02 13:38:51:789
-1.7955,-8.9904,0.3365,-2.7976,-9.3849,-0.5173,1.878,0.429,1.6494,0.7255,-0.301,0.4348,-19.87,36.39,-0.54,35.885014,14.480855,59.79,NaN,3.49,3.790092,232.6,18 / 25,416087,2021-05-02 13:38:52:289
-1.646,-13.6612,1.4809,-3.2232,-9.254,0.3807,4.1034,-1.0868,0.8632,-0.3015,-0.7168,-0.4647,-16.15,38.23,-0.88,35.885002,14.480848,60.0,NaN,3.53,3.790092,223.9,17 / 25,416587,2021-05-02 13:38:52:789
-1.646,-13.6612,1.4809,-3.2232,-9.254,0.3807,4.1034,-1.0868,0.8632,-0.3015,-0.7168,-0.4647,-16.15,38.23,-0.88,35.885002,14.480848,60.0,NaN,3.53,3.790092,223.9,17 / 25,416587,2021-05-02 13:38:52:789
-5.5217,-13.6313,-4.4025,-4.9835,-8.1567,-2.1914,0.0,0.0,0.0,-1.0244,-0.7197,-1.6441,-16.16,38.19,-0.93,35.884995,14.48084,60.37,NaN,3.24,3.790092,214.3,19 / 25,417018,2021-05-02 13:38:53:220
-5.5217,-13.6313,-4.4025,-4.9835,-8.1567,-2.1914,0.0,0.0,0.0,-1.0244,-0.7197,-1.6441,-16.16,38.19,-0.93,35.884995,14.48084,60.37,NaN,3.24,3.790092,214.3,19 / 25,417018,2021-05-02 13:38:53:220
-0.0084,-10.3202,-2.0133,-0.6338,-9.7301,-1.046,0.0,0.0,0.0,-0.1962,0.1961,0.2617,-18.23,36.7,0.95,35.88499,14.480834,60.56,NaN,2.2,9.935046,217.5,18 / 25,417421,2021-05-02 13:38:53:623
-2.7135,-9.3135,0.1259,-2.2551,-9.5405,-0.2521,0.1132,0.1315,0.5647,0.1391,0.4303,0.1347,-13.96,36.23,-13.71,35.88499,14.480834,60.56,NaN,2.2,9.935046,217.5,18 / 25,417964,2021-05-02 13:38:54:166
-1.5679,-9.9969,0.4361,-1.5177,-9.6834,0.3147,0.0,0.0,0.0,0.0124,0.4308,0.1744,-12.07,36.27,-15.45,35.884983,14.480832,60.34,NaN,2.23,9.935046,198.2,19 / 25,418404,2021-05-02 13:38:54:606
-1.5679,-9.9969,0.4361,-1.5177,-9.6834,0.3147,0.0,0.0,0.0,0.0124,0.4308,0.1744,-12.07,36.27,-15.45,35.884983,14.480832,60.34,NaN,2.23,9.935046,198.2,19 / 25,418410,2021-05-02 13:38:54:612
-1.2365,-9.1256,-3.1265,-1.3269,-9.2113,-3.0923,0.0,0.0,0.0,-0.1813,-0.4691,0.0544,12.29,36.87,-14.44,35.884983,14.480832,60.34,NaN,2.23,9.935046,198.2,18 / 25,418808,2021-05-02 13:38:55:010
-1.2365,-9.1256,-3.1265,-1.3269,-9.2113,-3.0923,0.0,0.0,0.0,-0.1813,-0.4691,0.0544,12.29,36.87,-14.44,35.884983,14.480832,60.34,NaN,2.23,9.935046,198.2,18 / 25,418809,2021-05-02 13:38:55:011
-1.2365,-9.1256,-3.1265,-1.3269,-9.2113,-3.0923,0.0,0.0,0.0,-0.1813,-0.4691,0.0544,12.29,36.87,-14.44,35.884983,14.480832,60.34,NaN,2.23,9.935046,198.2,18 / 25,419184,2021-05-02 13:38:55:386
-1.2365,-9.1256,-3.1265,-1.3269,-9.2113,-3.0923,0.0,0.0,0.0,-0.1813,-0.4691,0.0544,12.29,36.87,-14.44,35.884983,14.480832,60.34,NaN,2.23,9.935046,198.2,18 / 25,419184,2021-05-02 13:38:55:386
-2.9219,-8.7724,-3.3754,-2.8758,-8.7389,-3.3959,0.0,0.0,0.0,0.0464,0.0588,0.0073,10.19,37.6,-13.7,35.884983,14.480832,60.34,NaN,2.23,9.935046,198.2,19 / 25,419654,2021-05-02 13:38:55:856
-2.9219,-8.7724,-3.3754,-2.8758,-8.7389,-3.3959,0.0,0.0,0.0,0.0464,0.0588,0.0073,10.19,37.6,-13.7,35.884983,14.480832,60.34,NaN,2.23,9.935046,198.2,19 / 25,419654,2021-05-02 13:38:55:856
-2.1437,-9.1699,-3.3383,-2.1512,-8.9616,-3.3514,0.0,0.0,0.0,-0.0932,0.0641,0.0745,7.44,38.3,-13.51,35.884983,14.480832,60.34,NaN,2.23,9.935046,198.2,19 / 25,420062,2021-05-02 13:38:56:264
-2.1437,-9.1699,-3.3383,-2.1512,-8.9616,-3.3514,0.0,0.0,0.0,-0.0932,0.0641,0.0745,7.44,38.3,-13.51,35.884983,14.480832,60.34,NaN,2.23,9.935046,198.2,19 / 25,420062,2021-05-02 13:38:56:264
-2.1437,-9.1699,-3.3383,-2.1512,-8.9616,-3.3514,0.0,0.0,0.0,-0.0932,0.0641,0.0745,7.44,38.3,-13.51,35.884983,14.480832,60.34,NaN,2.23,9.935046,198.2,19 / 25,420455,2021-05-02 13:38:56:657
-2.1437,-9.1699,-3.3383,-2.1512,-8.9616,-3.3514,0.0,0.0,0.0,-0.0932,0.0641,0.0745,7.44,38.3,-13.51,35.884983,14.480832,60.34,NaN,2.23,9.935046,198.2,19 / 25,420455,2021-05-02 13:38:56:657
-1.8829,-9.2477,1.0358,-2.3664,-9.1806,-2.5074,0.0,0.0,0.0,0.1303,-0.6622,0.2747,-15.23,35.48,-14.52,35.884983,14.480832,60.34,NaN,2.23,9.935046,198.2,18 / 25,421188,2021-05-02 13:38:57:390
-1.8829,-9.2477,1.0358,-2.3664,-9.1806,-2.5074,0.0,0.0,0.0,0.1303,-0.6622,0.2747,-15.23,35.48,-14.52,35.884983,14.480832,60.34,NaN,2.23,9.935046,198.2,18 / 25,421188,2021-05-02 13:38:57:390
-2.9136,-9.2213,0.3317,-3.0448,-9.3124,0.423,0.0,0.0,0.0,0.3001,-0.423,0.1344,-14.14,35.49,-15.81,35.88498,14.480822,60.38,NaN,2.2,9.935046,246.4,18 / 25,421616,2021-05-02 13:38:57:818
-2.9136,-9.2213,0.3317,-3.0448,-9.3124,0.423,0.0,0.0,0.0,0.3001,-0.423,0.1344,-14.14,35.49,-15.81,35.88498,14.480822,60.38,NaN,2.2,9.935046,246.4,18 / 25,421616,2021-05-02 13:38:57:818
0.5578,-6.1881,-1.2206,-0.9551,-9.5579,-1.976,0.0,0.0,0.0,1.3778,-1.4871,0.6773,-16.77,35.77,-9.49,35.88498,14.480822,60.38,NaN,2.2,9.935046,246.4,19 / 25,422065,2021-05-02 13:38:58:267
0.1774,-12.2569,2.2268,-1.9022,-9.6131,-0.3736,0.0,0.0,0.0,-0.4494,0.0232,-0.4035,-13.79,37.91,-9.93,35.88498,14.480822,60.38,NaN,2.2,9.935046,246.4,19 / 25,422487,2021-05-02 13:38:58:689
-0.711,-9.8653,0.5222,-3.2939,-9.135,-1.3685,-1.2974,1.1375,2.0175,2.1148,-0.8924,0.4846,-20.47,35.82,-4.03,35.88497,14.48081,60.43,NaN,3.28,9.935046,228.8,18 / 25,423028,2021-05-02 13:38:59:230
-0.711,-9.8653,0.5222,-3.2939,-9.135,-1.3685,-1.2974,1.1375,2.0175,2.1148,-0.8924,0.4846,-20.47,35.82,-4.03,35.88497,14.48081,60.43,NaN,3.28,9.935046,228.8,18 / 25,423029,2021-05-02 13:38:59:231
-5.4727,-10.4806,-0.4522,-2.4952,-9.4808,0.2418,1.1167,-0.3074,-1.5732,0.1807,0.3253,0.1365,-18.58,36.48,-6.55,35.88497,14.48081,60.43,NaN,3.28,9.935046,228.8,17 / 25,423462,2021-05-02 13:38:59:664
-5.4727,-10.4806,-0.4522,-2.4952,-9.4808,0.2418,1.1167,-0.3074,-1.5732,0.1807,0.3253,0.1365,-18.58,36.48,-6.55,35.88497,14.48081,60.43,NaN,3.28,9.935046,228.8,17 / 25,423463,2021-05-02 13:38:59:665
-1.544,-10.5272,-0.6978,-1.0582,-9.3851,-2.6401,0.0,0.0,0.0,-0.3848,-0.4229,0.0286,3.43,36.15,-17.73,35.884956,14.480811,59.86,NaN,6.73,9.935046,172.7,18 / 25,423952,2021-05-02 13:39:00:154
-0.5973,-23.811,1.366,0.3599,-9.7884,-0.4768,0.0,0.0,0.0,-0.7765,-0.5983,-1.4065,-0.87,38.13,-11.83,35.884956,14.480811,59.86,NaN,6.73,9.935046,172.7,18 / 25,424013,2021-05-02 13:39:00:215
-2.2684,-61.6161,-1.4339,6.6487,4.313,-5.7761,0.0,0.0,0.0,-0.4641,2.5309,-4.6143,-14.13,35.6,-7.45,35.884945,14.480807,59.94,NaN,5.58,9.935046,193.0,19 / 25,424697,2021-05-02 13:39:00:899
1.6579,-36.015,-6.125,7.9916,-1.3244,-5.5273,-4.1916,-1.3366,-0.9274,-3.0329,1.0026,-2.6715,-15.52,31.71,-9.92,35.884945,14.480807,59.94,NaN,5.58,9.935046,193.0,19 / 25,425015,2021-05-02 13:39:01:217
-9.2052,-0.0473,-0.6461,-8.858,3.156,-2.7831,0.0,0.0,0.0,1.6136,2.7086,0.1093,-18.34,29.06,-8.86,35.884933,14.480801,60.62,NaN,4.79,9.935046,203.6,19 / 25,425514,2021-05-02 13:39:01:716
-15.4047,-12.7023,-0.9945,2.6837,-9.1495,2.2922,0.0,0.0,0.0,1.0922,2.3959,-7.0675,-12.57,31.74,-14.38,35.884933,14.480801,60.62,NaN,4.79,9.935046,203.6,19 / 25,425887,2021-05-02 13:39:02:089
-10.322,0.3586,5.9877,3.8117,-8.9595,-1.17,-4.0835,-35.5567,-0.4971,-2.2403,-5.5248,0.1009,-15.47,32.0,-15.25,35.884926,14.480789,59.86,NaN,5.0,9.935046,224.2,19 / 25,426390,2021-05-02 13:39:02:592
5.5555,-1.4154,-0.9646,0.2036,-9.6845,-1.5296,12.2819,14.0408,-4.968,-2.548,3.0477,-8.0783,-17.85,30.37,-13.35,35.884926,14.480789,59.86,NaN,5.0,9.935046,224.2,19 / 25,426887,2021-05-02 13:39:03:089
6.3793,-17.8855,-11.6662,-4.4368,-8.5699,1.7443,6.7334,-4.226,-12.0814,2.6981,-1.3138,3.8609,-22.42,26.99,-13.33,35.88491,14.480772,60.08,NaN,6.26,9.935046,224.7,19 / 25,427390,2021-05-02 13:39:03:592
-12.3739,-17.3169,26.6991,0.0843,-9.5112,-2.3874,-13.5081,28.1167,17.6295,0.7868,3.1436,0.7188,-17.89,30.77,-8.6,35.88491,14.480772,60.08,NaN,6.26,9.935046,224.7,19 / 25,427887,2021-05-02 13:39:04:089
-7.6083,2.1206,12.2904,4.0091,-8.1723,-3.6484,-18.3161,9.0959,-2.4284,-0.0341,-1.0743,-0.5223,-22.68,32.01,-7.61,35.88489,14.480741,60.49,NaN,10.66,9.935046,226.2,19 / 25,428387,2021-05-02 13:39:04:589
-4.0926,-3.5617,-0.8617,1.6702,-9.5161,-1.6805,-21.7395,-13.53,-7.8811,1.9579,-0.1608,0.7779,-18.62,29.55,-23.09,35.88489,14.480741,60.49,NaN,10.66,9.935046,226.2,19 / 25,428932,2021-05-02 13:39:05:134
-8.3288,-14.0432,-0.3673,0.4914,-9.6874,-1.4431,-2.5552,-3.8767,0.5322,-1.7174,2.8287,-2.0448,11.29,24.14,-32.57,35.884865,14.480712,59.66,NaN,10.69,9.935046,226.0,19 / 25,429704,2021-05-02 13:39:05:906
-2.4455,-9.0849,-1.4841,-2.8259,-9.1007,-2.3156,0.0,0.0,0.0,-2.5781,1.0508,-0.9005,13.79,25.86,-28.85,35.884865,14.480712,59.66,NaN,10.69,9.935046,226.0,19 / 25,429751,2021-05-02 13:39:05:953
4.5141,-11.7063,-7.515,-0.9524,-9.4577,-2.4115,0.0,0.0,0.0,-1.011,0.3803,-1.0227,32.45,25.19,-9.94,35.884872,14.480705,59.76,NaN,3.1,9.935046,340.0,19 / 25,430423,2021-05-02 13:39:06:625
4.5141,-11.7063,-7.515,-0.9524,-9.4577,-2.4115,0.0,0.0,0.0,-1.011,0.3803,-1.0227,32.45,25.19,-9.94,35.884872,14.480705,59.76,NaN,3.1,9.935046,340.0,19 / 25,430424,2021-05-02 13:39:06:626
-14.9318,-16.2912,-5.6593,-5.5858,-7.9337,-1.4234,0.0,0.0,0.0,-1.4928,0.3274,-1.7114,33.66,24.18,-7.1,35.884895,14.480694,58.59,NaN,11.81,3.790092,340.8,19 / 25,430838,2021-05-02 13:39:07:040
-14.9318,-16.2912,-5.6593,-5.5858,-7.9337,-1.4234,0.0,0.0,0.0,-1.4928,0.3274,-1.7114,33.66,24.18,-7.1,35.884895,14.480694,58.59,NaN,11.81,3.790092,340.8,19 / 25,430839,2021-05-02 13:39:07:041
8.6142,-12.7896,0.1044,3.373,-9.1654,-0.8881,0.0,0.0,0.0,-2.0265,0.3699,-3.6293,32.37,25.66,4.92,35.88491,14.480702,57.64,NaN,9.25,3.790092,6.6,19 / 25,431326,2021-05-02 13:39:07:528
0.7065,-15.5979,-7.6107,2.5247,-9.4415,-0.8094,0.0,0.0,0.0,-1.9028,0.6473,-2.2795,31.68,27.69,7.28,35.88491,14.480702,57.64,NaN,9.25,3.790092,6.6,19 / 25,431505,2021-05-02 13:39:07:707
3.5375,-10.3442,1.9454,-0.6857,-9.5219,-2.2438,0.0,0.0,0.0,-0.9337,-0.697,-0.3599,31.56,26.55,9.64,35.88492,14.480725,57.28,NaN,6.23,3.790092,48.8,19 / 25,432075,2021-05-02 13:39:08:277
3.5375,-10.3442,1.9454,-0.6857,-9.5219,-2.2438,0.0,0.0,0.0,-0.9337,-0.697,-0.3599,31.56,26.55,9.64,35.88492,14.480725,57.28,NaN,6.23,3.790092,48.8,19 / 25,432076,2021-05-02 13:39:08:278
-7.7231,-15.4256,-0.5707,-4.1601,-8.8469,-0.7716,0.0,0.0,0.0,-1.3176,1.1866,-1.377,32.28,26.12,9.09,35.88492,14.48074,57.24,NaN,4.61,3.790092,48.2,19 / 25,432531,2021-05-02 13:39:08:733
-7.7231,-15.4256,-0.5707,-4.1601,-8.8469,-0.7716,0.0,0.0,0.0,-1.3176,1.1866,-1.377,32.28,26.12,9.09,35.88492,14.48074,57.24,NaN,4.61,3.790092,48.2,19 / 25,432531,2021-05-02 13:39:08:733
1.2954,-7.9322,-4.448,0.2356,-9.0973,-3.6543,0.0,0.0,0.0,-1.02,-0.4613,-1.6594,32.71,27.69,8.54,35.884926,14.480754,56.88,NaN,6.05,3.790092,38.2,18 / 25,432959,2021-05-02 13:39:09:161
20.5582,-7.4952,27.0236,-7.4009,-3.0764,-5.6509,0.0,0.0,0.0,-2.2467,6.3087,-1.4993,30.2,21.03,17.29,35.884926,14.480754,56.88,NaN,6.05,3.790092,38.2,18 / 25,433545,2021-05-02 13:39:09:747
-2.0707,-4.238,-0.0775,-4.1855,-7.8614,-4.1049,-4.7379,2.3017,0.1803,-0.4719,-0.0687,2.3811,15.99,37.94,-7.77,35.884937,14.48076,56.35,NaN,6.48,3.790092,9.8,18 / 25,433914,2021-05-02 13:39:10:116
-3.1624,-11.085,-40.1824,-0.7861,-4.567,-8.6426,0.0,0.0,0.0,-0.6568,2.391,-2.4228,23.29,33.2,-9.13,35.88494,14.480769,57.99,NaN,5.69,3.790092,36.6,17 / 25,434413,2021-05-02 13:39:10:615
-3.1624,-11.085,-40.1824,-0.7861,-4.567,-8.6426,0.0,0.0,0.0,-0.6568,2.391,-2.4228,23.29,33.2,-9.13,35.88494,14.480769,57.99,NaN,5.69,3.790092,36.6,17 / 25,434725,2021-05-02 13:39:10:927
-3.1624,-11.085,-40.1824,-0.7861,-4.567,-8.6426,0.0,0.0,0.0,-0.6568,2.391,-2.4228,23.29,33.2,-9.13,35.88494,14.480769,57.99,NaN,5.69,3.790092,36.6,17 / 25,434725,2021-05-02 13:39:10:927
-3.9694,-8.988,-0.4762,-4.1522,-8.8682,-0.533,0.0,0.0,0.0,0.2947,0.0973,0.1139,34.84,21.37,-12.29,35.88494,14.480769,57.99,NaN,5.69,3.790092,36.6,18 / 25,435218,2021-05-02 13:39:11:420
-9.0832,-7.8951,-6.1083,-2.0377,-8.4364,-4.5657,0.0,0.0,0.0,0.9934,-0.3984,-0.5223,30.26,27.62,-7.53,35.88494,14.480769,57.99,NaN,5.69,3.790092,36.6,18 / 25,435679,2021-05-02 13:39:11:881
-4.7809,-2.4437,1.5936,-0.6569,-9.7183,-1.1371,0.0,0.0,0.0,-0.098,-1.3651,0.3607,25.6,25.63,-15.84,35.884953,14.480769,58.36,NaN,4.9,3.790092,1.0,18 / 25,436212,2021-05-02 13:39:12:414
-4.7809,-2.4437,1.5936,-0.6569,-9.7183,-1.1371,0.0,0.0,0.0,-0.098,-1.3651,0.3607,25.6,25.63,-15.84,35.884953,14.480769,58.36,NaN,4.9,3.790092,1.0,18 / 25,436212,2021-05-02 13:39:12:414
-1.6205,-3.2456,-1.727,0.4731,-7.8273,-5.8889,0.0,0.0,0.0,1.9362,-1.8707,1.2287,23.97,28.22,-14.03,35.884956,14.480763,58.37,NaN,4.07,3.790092,341.1,17 / 25,436681,2021-05-02 13:39:12:883
-8.1422,-10.9558,-2.6584,-4.9736,-8.3079,-1.5531,0.0,0.0,0.0,-1.1264,1.4162,-1.977,27.21,18.19,-24.33,35.884956,14.480763,58.37,NaN,4.07,3.790092,341.1,17 / 25,436970,2021-05-02 13:39:13:172
-2.6022,-11.1987,-1.0149,-1.1076,-9.6992,-0.9322,0.0,0.0,0.0,-0.3453,0.1222,0.2085,26.49,20.76,-22.92,35.884968,14.480755,58.62,NaN,4.5,3.790092,335.6,19 / 25,437542,2021-05-02 13:39:13:744
-2.6022,-11.1987,-1.0149,-1.1076,-9.6992,-0.9322,0.0,0.0,0.0,-0.3453,0.1222,0.2085,26.49,20.76,-22.92,35.884968,14.480755,58.62,NaN,4.5,3.790092,335.6,19 / 25,437543,2021-05-02 13:39:13:745
-0.1962,-9.3637,-0.146,-2.2875,-9.5234,-0.4929,0.0,0.0,0.0,-1.2602,1.5262,-2.3977,28.66,17.79,-23.3,35.884975,14.480751,58.52,NaN,4.54,3.790092,339.9,19 / 25,437967,2021-05-02 13:39:14:169
-0.1962,-9.3637,-0.146,-2.2875,-9.5234,-0.4929,0.0,0.0,0.0,-1.2602,1.5262,-2.3977,28.66,17.79,-23.3,35.884975,14.480751,58.52,NaN,4.54,3.790092,339.9,19 / 25,437967,2021-05-02 13:39:14:169
-4.7785,-8.1404,0.6957,-2.0109,-9.3855,2.0099,0.0,0.0,0.0,0.69,0.1345,0.4649,25.07,24.4,-20.36,35.884983,14.480746,58.55,NaN,4.39,3.790092,341.7,18 / 25,438415,2021-05-02 13:39:14:617
-5.4966,-7.7166,-3.1122,-1.5924,-9.3566,-2.4677,-3.4071,-1.298,1.6864,-1.567,-0.8366,-1.6749,28.8,19.58,-19.15,35.884983,14.480746,58.55,NaN,4.39,3.790092,341.7,18 / 25,438876,2021-05-02 13:39:15:078
-5.1532,-10.4853,-8.9824,-4.8573,-8.4178,-1.3108,-1.6206,3.435,5.1044,1.8104,0.6643,-0.3719,22.72,27.32,-15.79,35.88499,14.48074,58.5,NaN,4.0,3.790092,344.9,18 / 25,439377,2021-05-02 13:39:15:579
-2.9734,-10.6819,0.7208,-4.6085,-8.5915,1.0577,2.2609,-0.4957,-1.8259,0.587,-0.3254,0.4751,26.47,19.53,-21.34,35.88499,14.48074,58.5,NaN,4.0,3.790092,344.9,18 / 25,439925,2021-05-02 13:39:16:127
-4.4085,-5.5499,2.5295,-3.3107,-9.0287,-1.9215,-0.6,-8.706,-8.1247,1.4359,-1.4399,0.5904,30.46,23.69,-3.75,35.885,14.480741,58.96,NaN,4.28,3.790092,11.6,18 / 25,440379,2021-05-02 13:39:16:581
-3.0739,-8.1583,-1.4734,-4.5179,-8.6026,1.3246,2.3985,-0.5292,-0.4564,0.6176,0.1446,0.3439,32.27,17.6,-14.15,35.885,14.480741,58.96,NaN,4.28,3.790092,11.6,18 / 25,440877,2021-05-02 13:39:17:079
-3.973,-1.1016,-1.5835,-0.1451,-8.7769,-4.3721,-3.1606,0.0283,5.5836,1.3825,-1.6552,-0.7442,29.9,21.14,-7.52,35.88501,14.480747,59.44,NaN,4.1,3.790092,29.3,19 / 25,441379,2021-05-02 13:39:17:581
-19.075,-21.0936,-12.1295,3.1387,-8.3399,4.0945,0.0,0.0,0.0,0.4664,-2.2516,-1.0855,17.54,33.31,-3.51,35.88501,14.480747,59.44,NaN,4.1,3.790092,29.3,19 / 25,441876,2021-05-02 13:39:18:078
-0.2955,6.1247,-8.2283,-3.1782,-9.2513,-0.6945,-0.8543,-16.1427,-3.0072,0.1177,0.5223,0.2588,2.31,34.86,-15.9,35.885017,14.480757,59.47,NaN,4.5,3.790092,52.1,18 / 25,442376,2021-05-02 13:39:18:578
1.3457,-28.6161,4.1336,-4.5206,-8.684,0.5691,4.5139,7.3386,-0.773,-0.6157,0.4968,-1.548,6.69,33.65,-19.28,35.885017,14.480757,59.47,NaN,4.5,3.790092,52.1,18 / 25,442876,2021-05-02 13:39:19:078
3.1854,3.58,-0.8378,-2.8252,-9.2169,-1.7995,3.3335,9.2471,-5.7393,4.1521,-1.3857,1.0487,4.54,35.39,-16.99,35.88501,14.480779,59.76,NaN,7.81,3.790092,112.5,16 / 25,443379,2021-05-02 13:39:19:581
-0.347,-0.8515,0.9888,-1.3656,-9.0019,-3.6429,-6.527,-8.7746,1.2644,2.7393,0.173,1.5778,5.7,34.73,-19.87,35.88501,14.480779,59.76,NaN,7.81,3.790092,112.5,16 / 25,443876,2021-05-02 13:39:20:078
-9.4756,-17.9982,-3.9272,0.3503,-9.1243,-3.5771,4.0204,4.6861,4.5499,-1.1777,-0.2216,-1.1134,5.89,33.87,-20.95,35.885,14.480788,60.43,NaN,3.74,3.790092,117.6,18 / 25,444375,2021-05-02 13:39:20:577
-2.4873,2.8029,-0.3529,-0.6249,-9.6337,-1.724,-5.0951,-25.1898,0.58,-1.6088,-2.0662,0.686,5.87,37.36,-17.8,35.885,14.480788,60.43,NaN,3.74,3.790092,117.6,18 / 25,444876,2021-05-02 13:39:21:078
-10.389,-20.0976,-2.3542,-2.8255,-9.3705,-0.6178,0.0,0.0,0.0,-1.0473,-0.1009,-1.2645,6.88,38.04,-17.82,35.88499,14.480803,60.63,NaN,6.12,3.790092,108.3,17 / 25,445376,2021-05-02 13:39:21:578
11.4512,-38.8029,-1.2302,-4.4867,-7.4932,-4.4601,2.6433,10.5747,-12.3844,-2.3938,-0.4629,-2.2129,6.81,37.31,-17.4,35.88499,14.480803,60.63,NaN,6.12,3.790092,108.3,17 / 25,445877,2021-05-02 13:39:22:079
-22.7019,-4.2176,13.2275,2.1553,-9.0098,-3.217,-12.439,18.2342,-9.0019,4.3039,0.2485,-0.301,-10.06,34.39,6.8,35.884975,14.480825,60.14,NaN,9.76,3.790092,124.3,19 / 25,446376,2021-05-02 13:39:22:578
